,LOC,GEO,ID,id,Sp,SpNr,X,Y,Stems,DBH,height,MeanSal,SE.sal,mean.pH,mean.T
245,9,MF,18,18,A,1,25.45,29.51,1,23.3,21.3,45.065,2.411017627,7.069,24.9
246,9,MF,19,19,A,1,28.65,29.16,1,11.4,12,45.065,2.411017627,7.069,24.9
247,9,MF,21,21,R,3,29.4,20.76,1,1.2,2,45.065,2.411017627,7.069,24.9
248,9,MF,23,23,A,1,26.95,18.82,1,25.7,14.8,45.065,2.411017627,7.069,24.9
249,9,MF,24,24,A,1,28.75,13.46,1,24.4,9.9,45.065,2.411017627,7.069,24.9
250,9,MF,25,25,R,3,29.9,12.95,1,2.1,2.3,45.065,2.411017627,7.069,24.9
251,9,MF,26,26,R,3,28.5,11.8,1,1.1,1.65,45.065,2.411017627,7.069,24.9
252,9,MF,27,27,A,1,29.1,8.61,1,25,16.5,45.065,2.411017627,7.069,24.9
253,9,MF,28,28,R,3,28.65,7.87,1,1,1.51,45.065,2.411017627,7.069,24.9
254,9,MF,29,29,R,3,29.8,6.94,1,3.8,4.8,45.065,2.411017627,7.069,24.9
255,9,MF,30,30,R,3,28.6,3.97,1,3.6,3.6,45.065,2.411017627,7.069,24.9
256,9,MF,31,31,A,1,27.3,4.39,1,15,17.4,45.065,2.411017627,7.069,24.9
257,9,MF,32,32,A,1,26.55,2.77,2,43.8,11.3,45.065,2.411017627,7.069,24.9
258,9,MF,33,33,R,3,23.1,4.11,1,3.4,4.7,45.065,2.411017627,7.069,24.9
259,9,MF,34,34,A,1,22.55,0.18,1,22,22.5,45.065,2.411017627,7.069,24.9
260,9,MF,35,35,A,1,12.55,2.44,1,28,15.4,45.065,2.411017627,7.069,24.9
261,9,MF,36,36,A,1,11.85,0.8,3,66.6,16,45.065,2.411017627,7.069,24.9
262,9,MF,37,37,A,1,10.55,1.06,1,28.5,8.9,45.065,2.411017627,7.069,24.9
263,9,MF,38,38,A,1,9.15,3.94,2,72.2,19.8,45.065,2.411017627,7.069,24.9
264,9,MF,39,39,A,1,4.25,8.17,1,20.3,13.4,45.065,2.411017627,7.069,24.9
265,9,MF,40,40,A,1,3.75,13.11,1,12.5,7.5,45.065,2.411017627,7.069,24.9
266,9,MF,41,41,A,1,4.75,13.25,1,35.5,17.7,45.065,2.411017627,7.069,24.9
267,9,MF,43,43,A,1,5.25,15.85,1,27.4,20.2,45.065,2.411017627,7.069,24.9
268,9,MF,44,44,R,3,3.25,20.76,1,6.5,8.1,45.065,2.411017627,7.069,24.9
269,9,MF,45,45,R,3,5.05,22.62,1,1.9,2.2,45.065,2.411017627,7.069,24.9
270,9,MF,46,46,R,3,5.2,23.61,1,2,2.8,45.065,2.411017627,7.069,24.9
271,9,MF,47,47,A,1,7.5,26.33,2,79.3,23,45.065,2.411017627,7.069,24.9
272,9,MF,48,48,A,1,14.5,26.12,2,62.6,25.9,45.065,2.411017627,7.069,24.9
273,9,MF,49,49,A,1,20.05,23.98,1,27.25,15.9,45.065,2.411017627,7.069,24.9
274,9,MF,50,50,R,3,29.95,25.14,1,7.2,7.8,45.065,2.411017627,7.069,24.9
275,9,MF,51,51,R,3,22.55,26.1,1,1.1,1.75,45.065,2.411017627,7.069,24.9
276,9,MF,52,52,R,3,25.3,25.1,1,9,11.3,45.065,2.411017627,7.069,24.9
277,9,MF,53,53,A,1,24.65,24.17,1,19.65,8.3,45.065,2.411017627,7.069,24.9
278,9,MF,54,54,R,3,26.9,23.73,1,9,10.3,45.065,2.411017627,7.069,24.9
279,9,MF,55,55,A,1,26,22.09,2,50.1,16.9,45.065,2.411017627,7.069,24.9
280,9,MF,56,56,R,3,25.7,19.29,1,9,11.2,45.065,2.411017627,7.069,24.9
281,9,MF,57,57,A,1,25.55,17.44,1,44.65,23.6,45.065,2.411017627,7.069,24.9
282,9,MF,58,58,A,1,25.8,15.68,1,10,11.7,45.065,2.411017627,7.069,24.9
283,9,MF,59,59,A,1,28.85,14.31,1,5.9,4.1,45.065,2.411017627,7.069,24.9
284,9,MF,60,60,A,1,26.2,13.27,1,26.5,18.4,45.065,2.411017627,7.069,24.9
285,9,MF,61,61,A,1,22.9,12.09,1,34.1,21.3,45.065,2.411017627,7.069,24.9
286,9,MF,62,62,A,1,24.05,11.43,1,5,5,45.065,2.411017627,7.069,24.9
287,9,MF,63,63,A,1,23.1,10.59,1,26.6,14,45.065,2.411017627,7.069,24.9
288,9,MF,64,64,A,1,25.5,10.34,2,24.9,9.6,45.065,2.411017627,7.069,24.9
289,9,MF,65,65,A,1,23.9,7.75,1,22.4,13.1,45.065,2.411017627,7.069,24.9
290,9,MF,66,66,A,1,23,6.99,1,25.6,18.2,45.065,2.411017627,7.069,24.9
291,9,MF,67,67,A,1,22.25,5.65,2,43.85,23.4,45.065,2.411017627,7.069,24.9
292,9,MF,68,68,A,1,20.05,8.32,1,31.5,23.7,45.065,2.411017627,7.069,24.9
293,9,MF,69,69,A,1,7.95,11.95,1,37.7,17.5,45.065,2.411017627,7.069,24.9
294,9,MF,70,70,A,1,9.65,13.95,1,21.8,16.3,45.065,2.411017627,7.069,24.9
295,9,MF,71,71,R,3,7.65,16.31,2,3.6,3.6,45.065,2.411017627,7.069,24.9
296,9,MF,72,72,A,1,7.8,20.16,1,25,9.9,45.065,2.411017627,7.069,24.9
297,9,MF,73,73,R,3,16.35,19.22,1,1.3,1.21,45.065,2.411017627,7.069,24.9
298,9,MF,75,75,A,1,19.7,20.38,1,17.5,13.9,45.065,2.411017627,7.069,24.9
299,9,MF,76,76,R,3,20.9,22.29,1,2.4,3.7,45.065,2.411017627,7.069,24.9
300,9,MF,77,77,A,1,20.95,18.44,1,51.45,27.1,45.065,2.411017627,7.069,24.9
301,9,MF,78,78,A,1,16.7,16.08,1,25.3,27.9,45.065,2.411017627,7.069,24.9
302,9,MF,79,79,A,1,12.95,12.79,1,28.9,17,45.065,2.411017627,7.069,24.9
303,9,MF,81,81,A,1,11.35,16.66,1,21.2,21.5,45.065,2.411017627,7.069,24.9
304,9,MF,82,82,R,3,12.05,16.19,1,4.5,5.8,45.065,2.411017627,7.069,24.9
305,9,MF,84,84,R,3,29.5,9.52,1,7.4,9,45.065,2.411017627,7.069,24.9
306,10,MF,1,1,A,1,7.85,2.75,1,6.6,3.8,46.898,1.302122575,6.496,25.36
307,10,MF,2,2,A,1,5.9,5.99,1,12.6,7.9,46.898,1.302122575,6.496,25.36
308,10,MF,3,3,A,1,5.7,10.81,1,43.5,19.6,46.898,1.302122575,6.496,25.36
309,10,MF,4,4,A,1,2.5,14.47,1,30,10.8,46.898,1.302122575,6.496,25.36
310,10,MF,5,5,A,1,0.65,20.7,2,64,19.9,46.898,1.302122575,6.496,25.36
311,10,MF,6,6,A,1,2.7,21.2,2,49.6,18,46.898,1.302122575,6.496,25.36
312,10,MF,8,8,A,1,7.7,27.86,1,7.8,5.6,46.898,1.302122575,6.496,25.36
313,10,MF,9,9,A,1,10.95,29.53,1,10.9,5,46.898,1.302122575,6.496,25.36
314,10,MF,10,10,A,1,19.9,29.27,1,41,21,46.898,1.302122575,6.496,25.36
315,10,MF,11,11,A,1,20.55,26.01,1,8.1,2.2,46.898,1.302122575,6.496,25.36
316,10,MF,12,12,A,1,26.2,24.25,1,40.45,17.2,46.898,1.302122575,6.496,25.36
317,10,MF,14,14,A,1,29.15,24.33,1,10,7.4,46.898,1.302122575,6.496,25.36
318,10,MF,15,15,A,1,27.8,20,1,7.1,3.6,46.898,1.302122575,6.496,25.36
319,10,MF,16,16,A,1,25.85,20.2,1,40.7,11.8,46.898,1.302122575,6.496,25.36
320,10,MF,18,18,A,1,27.3,13.7,1,26,10.3,46.898,1.302122575,6.496,25.36
321,10,MF,19,19,R,3,28.65,12.11,1,7.3,6.4,46.898,1.302122575,6.496,25.36
322,10,MF,20,20,A,1,27.65,9.21,1,14,12.6,46.898,1.302122575,6.496,25.36
323,10,MF,21,21,A,1,26.6,7.5,1,42.1,16.9,46.898,1.302122575,6.496,25.36
324,10,MF,22,22,A,1,29.75,5.09,1,31.5,15.2,46.898,1.302122575,6.496,25.36
325,10,MF,23,23,A,1,18.85,2.42,1,28.6,13.4,46.898,1.302122575,6.496,25.36
326,10,MF,24,24,A,1,19.1,4.44,1,8.6,6.9,46.898,1.302122575,6.496,25.36
327,10,MF,25,25,A,1,17.2,1.99,1,27.1,10,46.898,1.302122575,6.496,25.36
328,10,MF,26,26,A,1,16.4,3.51,1,4.3,1.7,46.898,1.302122575,6.496,25.36
329,10,MF,27,27,A,1,13.8,3.33,1,33.3,20.3,46.898,1.302122575,6.496,25.36
330,10,MF,28,28,A,1,13.2,2.75,1,35,14.3,46.898,1.302122575,6.496,25.36
331,10,MF,29,29,A,1,12.8,0.87,1,2.7,2.7,46.898,1.302122575,6.496,25.36
332,10,MF,30,30,A,1,10.05,5.88,1,8.9,5.3,46.898,1.302122575,6.496,25.36
333,10,MF,31,31,A,1,8.8,10.67,1,8.5,6.2,46.898,1.302122575,6.496,25.36
334,10,MF,32,32,A,1,8,18.25,1,7.5,6.5,46.898,1.302122575,6.496,25.36
335,10,MF,33,33,A,1,11.3,19.97,1,11.4,6.5,46.898,1.302122575,6.496,25.36
336,10,MF,34,34,A,1,9.1,22.45,1,9.5,6.5,46.898,1.302122575,6.496,25.36
337,10,MF,35,35,A,1,16.6,21.27,1,35.95,16.5,46.898,1.302122575,6.496,25.36
338,10,MF,36,36,A,1,21.6,19.33,1,42.25,11.9,46.898,1.302122575,6.496,25.36
339,10,MF,37,37,A,1,23.15,16.55,1,38.25,21.5,46.898,1.302122575,6.496,25.36
340,10,MF,38,38,A,1,18.45,12.64,1,39.7,14.5,46.898,1.302122575,6.496,25.36
341,10,MF,39,39,A,1,17.3,11.09,1,6,4.9,46.898,1.302122575,6.496,25.36
342,10,MF,40,40,A,1,15.15,11.92,1,17,5.2,46.898,1.302122575,6.496,25.36
343,10,MF,41,41,A,1,3.7,1.56,1,5.5,4.7,46.898,1.302122575,6.496,25.36
344,12,MF,1,1,A,1,30.16,22.4,3,52.6,11.1,56.172,0.749114944,7.19,26.65
345,12,MF,2,2,A,1,27.38,19.26,1,14.8,12.7,56.172,0.749114944,7.19,26.65
346,12,MF,3,3,A,1,26.33,13.41,3,103.35,16,56.172,0.749114944,7.19,26.65
347,12,MF,5,5,A,1,29.26,7.42,1,21.96,14.1,56.172,0.749114944,7.19,26.65
348,12,MF,6,6,A,1,29.61,6.22,1,26.7,15,56.172,0.749114944,7.19,26.65
349,12,MF,7,7,A,1,27.57,5.87,1,15.7,14.2,56.172,0.749114944,7.19,26.65
350,12,MF,8,8,A,1,28.36,4.56,1,7,5.4,56.172,0.749114944,7.19,26.65
351,12,MF,9,9,A,1,29.58,1.41,1,2.2,2,56.172,0.749114944,7.19,26.65
352,12,MF,10,10,A,1,29.58,1.41,2,38.45,15.2,56.172,0.749114944,7.19,26.65
353,12,MF,12,12,A,1,24.84,0.94,2,39.4,14.1,56.172,0.749114944,7.19,26.65
354,12,MF,17,17,A,1,17.42,1.3,1,13.8,9.9,56.172,0.749114944,7.19,26.65
355,12,MF,19,19,A,1,12.92,1.88,1,17.2,8.3,56.172,0.749114944,7.19,26.65
356,12,MF,22,22,A,1,7.5,2.99,1,15,12.8,56.172,0.749114944,7.19,26.65
357,12,MF,24,24,A,1,4.08,2.44,2,43.3,14.1,56.172,0.749114944,7.19,26.65
358,12,MF,27,27,A,1,2.34,0.94,1,14.3,7,56.172,0.749114944,7.19,26.65
359,12,MF,28,28,A,1,1.43,2.34,1,17.8,9.7,56.172,0.749114944,7.19,26.65
360,12,MF,29,29,A,1,0.37,4.76,1,15.3,9.9,56.172,0.749114944,7.19,26.65
361,12,MF,31,31,A,1,0.49,10,2,21.31,6.6,56.172,0.749114944,7.19,26.65
362,12,MF,32,32,A,1,2.03,13.87,5,85.7,12.3,56.172,0.749114944,7.19,26.65
363,12,MF,33,33,A,1,0.43,17.05,1,9.8,5.7,56.172,0.749114944,7.19,26.65
364,12,MF,34,34,A,1,2.32,17.24,2,35,9.9,56.172,0.749114944,7.19,26.65
365,12,MF,35,35,A,1,0.01,19.59,1,19.95,12.3,56.172,0.749114944,7.19,26.65
366,12,MF,36,36,A,1,2.24,21.5,1,3.2,3.5,56.172,0.749114944,7.19,26.65
367,12,MF,37,37,A,1,0.63,27.49,1,15.5,14.5,56.172,0.749114944,7.19,26.65
368,12,MF,38,38,A,1,3.94,28.66,4,58.9,13.2,56.172,0.749114944,7.19,26.65
369,12,MF,39,39,A,1,5.98,27.42,1,15.15,6.9,56.172,0.749114944,7.19,26.65
370,12,MF,40,40,A,1,7.31,28.31,1,6.8,8.2,56.172,0.749114944,7.19,26.65
371,12,MF,41,41,A,1,7.2,29.06,1,3.6,2,56.172,0.749114944,7.19,26.65
372,12,MF,43,43,A,1,8.16,29.67,1,6.7,7.6,56.172,0.749114944,7.19,26.65
373,12,MF,44,44,A,1,8.78,29.65,1,15.1,7.9,56.172,0.749114944,7.19,26.65
374,12,MF,45,45,A,1,8.25,27.18,1,22.4,10,56.172,0.749114944,7.19,26.65
375,12,MF,45B,49,A,1,12.14,26.48,1,14.8,7.2,56.172,0.749114944,7.19,26.65
376,12,MF,46,46,A,1,12.55,27.62,1,26.35,10.5,56.172,0.749114944,7.19,26.65
377,12,MF,47,47,A,1,13.76,26.83,1,19.1,9.9,56.172,0.749114944,7.19,26.65
378,12,MF,48,48,A,1,17.48,26.67,1,12.5,9.5,56.172,0.749114944,7.19,26.65
379,12,MF,50,50,A,1,20.2,25.2,1,13.8,7,56.172,0.749114944,7.19,26.65
380,12,MF,51,51,A,1,21.27,29.09,2,26.5,6.5,56.172,0.749114944,7.19,26.65
381,12,MF,52,52,A,1,22.69,24.84,1,19.2,9.7,56.172,0.749114944,7.19,26.65
382,12,MF,53,53,A,1,23.77,24.09,2,38.9,8.3,56.172,0.749114944,7.19,26.65
383,12,MF,54,54,A,1,25.03,20.79,2,42.6,15.3,56.172,0.749114944,7.19,26.65
384,12,MF,55,55,A,1,22.88,19.55,2,50.1,16.9,56.172,0.749114944,7.19,26.65
385,12,MF,57,57,A,1,26.6,7.4,1,2.1,1.65,56.172,0.749114944,7.19,26.65
386,12,MF,58,58,A,1,24.17,4.81,1,16.4,11.3,56.172,0.749114944,7.19,26.65
387,12,MF,59,59,A,1,23.61,5.09,1,5.9,4.1,56.172,0.749114944,7.19,26.65
388,12,MF,60,60,A,1,22.68,5.17,2,28.9,12.1,56.172,0.749114944,7.19,26.65
389,12,MF,62,62,A,1,20.16,4.42,2,54.9,12.8,56.172,0.749114944,7.19,26.65
390,12,MF,63,63,A,1,19.61,4.13,1,12.2,9.3,56.172,0.749114944,7.19,26.65
391,12,MF,64,64,A,1,16.01,5.4,2,30,13.2,56.172,0.749114944,7.19,26.65
392,12,MF,65,65,A,1,14.56,6.69,1,16.6,9.7,56.172,0.749114944,7.19,26.65
393,12,MF,66,66,A,1,11.78,3.75,2,16.4,6.6,56.172,0.749114944,7.19,26.65
394,12,MF,67,67,A,1,10.11,6.53,2,38.4,14.5,56.172,0.749114944,7.19,26.65
395,12,MF,69,69,A,1,6.09,4.75,1,8,7.2,56.172,0.749114944,7.19,26.65
396,12,MF,70,70,A,1,4.88,8.68,1,15.4,11,56.172,0.749114944,7.19,26.65
397,12,MF,71,71,A,1,4.2,9.73,1,11.1,8.1,56.172,0.749114944,7.19,26.65
398,12,MF,72,72,A,1,4.06,10.35,1,10.3,10.2,56.172,0.749114944,7.19,26.65
399,12,MF,73,73,A,1,5.56,12.99,1,12.6,11.1,56.172,0.749114944,7.19,26.65
400,12,MF,74,74,A,1,5.95,21.11,1,21.35,11.2,56.172,0.749114944,7.19,26.65
401,12,MF,75,75,A,1,7.53,22.73,1,10.4,4.2,56.172,0.749114944,7.19,26.65
402,12,MF,82,82,A,1,17.73,20.36,1,22.5,14.2,56.172,0.749114944,7.19,26.65
403,12,MF,83,83,A,1,19.95,18.09,1,15.8,13.5,56.172,0.749114944,7.19,26.65
404,12,MF,84,84,A,1,20.46,13.64,1,32.3,12.1,56.172,0.749114944,7.19,26.65
405,12,MF,85,85,A,1,20,8.12,1,13.7,8.1,56.172,0.749114944,7.19,26.65
406,12,MF,87,87,A,1,17.8,7.7,1,14.5,12.5,56.172,0.749114944,7.19,26.65
407,12,MF,88,88,A,1,14.9,9.42,1,11.1,5.6,56.172,0.749114944,7.19,26.65
408,12,MF,89,89,A,1,9.06,9.26,1,7,4.1,56.172,0.749114944,7.19,26.65
409,12,MF,90,90,A,1,10.51,12.81,1,20.1,13.6,56.172,0.749114944,7.19,26.65
410,12,MF,91,91,A,1,9.75,14.36,1,17,17,56.172,0.749114944,7.19,26.65
411,12,MF,92,92,A,1,11.23,14.8,2,3.3,2.6,56.172,0.749114944,7.19,26.65
412,12,MF,93,93,A,1,11.38,15.84,1,18.1,8.6,56.172,0.749114944,7.19,26.65
413,12,MF,94,94,A,1,10.88,18.22,1,23.5,14,56.172,0.749114944,7.19,26.65
414,12,MF,95,95,A,1,9.68,18.59,NA,9.3,11.6,56.172,0.749114944,7.19,26.65
415,12,MF,97,97,A,1,13.23,17.83,1,11.9,10.5,56.172,0.749114944,7.19,26.65
416,12,MF,99,99,A,1,14.44,19.57,1,67.1,15.2,56.172,0.749114944,7.19,26.65
417,12,MF,100,100,A,1,15.58,17.01,1,12.1,11.7,56.172,0.749114944,7.19,26.65
418,12,MF,101,101,A,1,17.18,17.34,1,15,14,56.172,0.749114944,7.19,26.65
419,12,MF,102,102,A,1,17.73,15.29,1,13.4,9.7,56.172,0.749114944,7.19,26.65
420,12,MF,103,103,A,1,16.64,14.06,1,22.7,9.8,56.172,0.749114944,7.19,26.65
421,12,MF,105,105,A,1,18.88,11.96,1,19,9.7,56.172,0.749114944,7.19,26.65
422,12,MF,70B,106,A,1,7.26,8.73,1,18.15,9,56.172,0.749114944,7.19,26.65
423,12,MF,89B,107,A,1,8.68,9.5,1,5,4.6,56.172,0.749114944,7.19,26.65
424,12,MF,M5,108,A,1,11.51,2.84,1,29.3,4.3,56.172,0.749114944,7.19,26.65
425,13,MF,1,1,A,1,4.89,1.58,2,50.45,15,58.068,0.859943719,7.031,26.89
426,13,MF,2,2,A,1,1.89,5.82,1,20.45,13.6,58.068,0.859943719,7.031,26.89
427,13,MF,3,3,A,1,1.66,7.3,1,19.7,12.4,58.068,0.859943719,7.031,26.89
428,13,MF,4,4,A,1,3.12,9.71,2,21.85,11,58.068,0.859943719,7.031,26.89
429,13,MF,5,5,A,1,4.84,9.82,1,29,19,58.068,0.859943719,7.031,26.89
430,13,MF,6,6,A,1,5.79,11.09,1,15.45,9,58.068,0.859943719,7.031,26.89
431,13,MF,7,7,A,1,0.82,12.5,1,20.85,15.8,58.068,0.859943719,7.031,26.89
432,13,MF,8,8,A,1,7.99,9.52,1,20.3,15,58.068,0.859943719,7.031,26.89
433,13,MF,9,9,A,1,6.83,7.64,1,25.8,14,58.068,0.859943719,7.031,26.89
434,13,MF,10,10,A,1,8.3,5.78,1,16.9,10.4,58.068,0.859943719,7.031,26.89
435,13,MF,11,11,A,1,11.2,2.57,2,53.3,14.5,58.068,0.859943719,7.031,26.89
436,13,MF,12,12,A,1,12.14,6.68,1,22.75,13.6,58.068,0.859943719,7.031,26.89
437,13,MF,13,13,A,1,11.67,10.41,1,18.95,15,58.068,0.859943719,7.031,26.89
438,13,MF,14,14,A,1,12.49,13.55,1,33.55,17.8,58.068,0.859943719,7.031,26.89
439,13,MF,15,15,A,1,15.1,12.25,1,22.95,11.2,58.068,0.859943719,7.031,26.89
440,13,MF,16,16,A,1,14.08,11.31,1,18.5,11,58.068,0.859943719,7.031,26.89
441,13,MF,17,17,A,1,15.14,7.1,1,25.9,14.4,58.068,0.859943719,7.031,26.89
442,13,MF,18,18,A,1,15.32,5.91,1,23.2,10.6,58.068,0.859943719,7.031,26.89
443,13,MF,19,19,A,1,15.63,3.02,2,47.6,14.15,58.068,0.859943719,7.031,26.89
444,13,MF,20,20,A,1,15.65,2.62,1,16.65,9,58.068,0.859943719,7.031,26.89
445,13,MF,21,21,A,1,18.01,1.94,1,18.5,12,58.068,0.859943719,7.031,26.89
446,13,MF,22,22,A,1,20.45,2.76,1,22.4,14,58.068,0.859943719,7.031,26.89
447,13,MF,23,23,A,1,25.72,6,1,30.15,14,58.068,0.859943719,7.031,26.89
448,13,MF,24,24,A,1,24.16,9.28,1,39,14.4,58.068,0.859943719,7.031,26.89
449,13,MF,25,25,A,1,27.95,13.87,2,33.7,12.4,58.068,0.859943719,7.031,26.89
450,13,MF,26,26,A,1,23.29,15.29,1,28.75,10,58.068,0.859943719,7.031,26.89
451,13,MF,27,27,A,1,20.88,14.49,1,10.3,7.4,58.068,0.859943719,7.031,26.89
452,13,MF,28,28,A,1,19.52,11.21,1,29.485,13.8,58.068,0.859943719,7.031,26.89
453,13,MF,29,29,A,1,15.95,14.05,1,21.65,10.2,58.068,0.859943719,7.031,26.89
454,13,MF,30,30,A,1,16.66,15.35,1,25.5,10.6,58.068,0.859943719,7.031,26.89
455,13,MF,31,31,A,1,15,17.75,1,20,10,58.068,0.859943719,7.031,26.89
456,13,MF,32,32,A,1,16.94,22.24,1,24.15,14.8,58.068,0.859943719,7.031,26.89
457,13,MF,33,33,A,1,18.91,22.21,2,44.5,11.6,58.068,0.859943719,7.031,26.89
458,13,MF,34,34,A,1,22.79,16.8,1,28.85,13.6,58.068,0.859943719,7.031,26.89
459,13,MF,35,35,A,1,25.71,18.9,1,17,9,58.068,0.859943719,7.031,26.89
460,13,MF,36,36,A,1,24.5,22.97,1,26.25,11,58.068,0.859943719,7.031,26.89
461,13,MF,37,37,A,1,27.56,25.54,1,20.55,10.4,58.068,0.859943719,7.031,26.89
462,13,MF,38,38,A,1,23.46,26.65,1,12.5,10.5,58.068,0.859943719,7.031,26.89
463,13,MF,39,39,A,1,23.61,27.77,1,14,7.2,58.068,0.859943719,7.031,26.89
464,13,MF,40,40,A,1,24.98,29.25,1,17.95,10,58.068,0.859943719,7.031,26.89
465,13,MF,41,41,A,1,22.35,28.53,1,24.65,12.6,58.068,0.859943719,7.031,26.89
466,13,MF,42,42,A,1,20.82,25.95,1,25.3,9.6,58.068,0.859943719,7.031,26.89
467,13,MF,43,43,A,1,16.63,28.3,2,43.7,15.4,58.068,0.859943719,7.031,26.89
468,13,MF,44,44,A,1,16.31,29.94,1,29.5,15.8,58.068,0.859943719,7.031,26.89
469,13,MF,45,45,A,1,29.5,14.8,1,9.6,3.8,58.068,0.859943719,7.031,26.89
470,13,MF,46,46,A,1,13.02,26.23,1,24.25,13.2,58.068,0.859943719,7.031,26.89
471,13,MF,47,47,A,1,9.17,27.51,1,21.75,12.5,58.068,0.859943719,7.031,26.89
472,13,MF,48,48,A,1,10.75,22.36,2,25.3,9.4,58.068,0.859943719,7.031,26.89
473,13,MF,49,49,A,1,4.44,23.25,1,30.2,16.8,58.068,0.859943719,7.031,26.89
474,13,MF,50,50,A,1,0.66,27.47,1,23.25,12,58.068,0.859943719,7.031,26.89
475,13,MF,51,51,A,1,0.26,25.32,1,20.2,11.4,58.068,0.859943719,7.031,26.89
476,13,MF,52,52,A,1,-0.74,23.73,1,16.2,11,58.068,0.859943719,7.031,26.89
477,13,MF,53,53,A,1,2.76,21.79,1,25.65,16.2,58.068,0.859943719,7.031,26.89
478,13,MF,54,54,A,1,2.86,20.66,1,20.25,12,58.068,0.859943719,7.031,26.89
479,13,MF,55,55,A,1,3.95,19.69,1,19,9.6,58.068,0.859943719,7.031,26.89
480,13,MF,56,56,A,1,6.84,15.86,1,47.1,19,58.068,0.859943719,7.031,26.89
481,13,MF,57,57,A,1,28.4,23.37,1,15.5,6,58.068,0.859943719,7.031,26.89
482,13,MF,58,58,A,1,16.17,28.35,1,32.5,13.2,58.068,0.859943719,7.031,26.89